;marca;preco
502;HP Omen 17 Intel 12ª Geração I7-12700h Rtx 3060 Tela 17Polegadas Full HD SSD 2TB Nvme RAM 64GB;R$ 22.600,00
503;Msi Creator Pro Z16  Intel 12ª Geração I9-12900h Rtx A3000 Tela 16Polegadas QHD SSD 1TB Nvme RAM 32GB;R$ 36.500,00
504;Notebook Asus Zenbook Pro 16 Intel 12a Geração I9-12900hk, 32GB RAM, SSD 1TB Nvme, RTX 3060, Tela 16 Polegadas Oled 4K, Windows 11, Black;R$ 33.300,00
505;"Notebook Acer Swift 5 Sf514-56t-50wl, Intel Core I5 12ª Gen, Windows 11 Home 16GB, 512 SSD, 14"", Touch";R$ 10.999,00
506;Notebook Acer Aspire 5 Intel Core i5, RAM 8GB, MX 250 2GB, SSD 256GB, 15,6 Polegadas Full HD - Windows 11 Home;R$ 3.985,00
507;Notebook Acer Aspire 3 Intel I5 1135g7, 12GB RAM, SSD 256GB, 15,6 Polegadas Full HD, Intel iris XE, Windows 11;R$ 5.142,49
508;Notebook Intel Core I5, Tela 15.6” Full HD IPS, 4GB, 500 HD E Windows 10 - Everex;R$ 2.969,11
509;Notebook Gamer Acer, I5 10300h, Memória RAM 32GB, SSD 2TB, Tela 15.6'' IPS Full Hd, GTX 1650, Windows 11 - AN515;R$ 9.936,49
510;"Notebook Vaio Fe14 8130u Intel Core I3, 4GB, 128GB, 14"", Windows 10 Home, Cinza";R$ 3.563,18
511;Notebook Acer A314 Intel Celeron N4500, RAM 8GB, HD 500GB,  14 Polegadas Full HD - Windows 10 Home;R$ 3.017,00
512;Notebook Dell Vostro 5510 Intel Core I5, RAM 8GB, SSD 256GB, 15.6 Polegadas Full HD - Windows 11 Home;R$ 6.100,00
513;Notebook Asus X513ea - Intel I7, RAM 12GB, Intel Iris Xe, SSD 256GB, 15.6 Polegadas LED, Windows 10;R$ 5.142,49
514;Notebook Dell Vostro - Ryzen 5, RAM 8GB, AMD Radeon Vega 8, SSD 256GB, 15.6 Polegadas Full HD, Linux - Cinza;R$ 3.943,99
515;Notebook Lenovo Ideapad 3i, I3-1115g4, 4GB RAM, 256GB SSD, Intel UHD Graphics, Linux, Tela 15.6, Cinza - 82mds00300;R$ 3.699,99
516;Notebook Asus Zenbook Q529 Intel 12ª Geração I7-12700h, RAM 16GB, SSD 2TB, 15 Polegadas UHD, Iris XE, Windows 11 Home, Gray;R$ 15.500,00
517;Notebook Lenovo V14 I5-1235u, 8GB RAM, 256GB SSD, Win 11 Pro, Intel Iris Xe, Tela 14 FHD, Preto - 82ul0000br;R$ 4.575,12
518;Notebook Lenovo V14 I7-1165G7, 8GB, 256GB SSD, 14 Polegadas Full HD, GeForce MX350, W11 Home,  Preto - 82NM0016BR;R$ 4.663,12
519;Notebook Lenovo Ideapad 3i Celeron 4gb 500gb Linux 15.6´´ Prata;R$ 2.697,90
520;Notebook Asus  Intel I7 1165g7, 12GB RAM, SSD 256GB, 15.6 Polegada LED, Intel Iris Xe, Windows 11, Preto;R$ 5.261,49
521;Notebook Gamer Acer An517 Intel Core I5, RAM 16GB, GTX 1650, SSD 2TB, 17.3 Polegadas Full HD, Linux;R$ 9.086,49
522;HP Spectre 16  Intel 12ª Geração I7-1260p Arc A370m Tela 16Polegadas UHD 4k SSD 4TB Nvme RAM 16GB;R$ 17.800,00
523;Notebook Gamer Predator Triton 300 Intel Core I7, RAM 16GB, RTX 3060, SSD 1TB, 14 Polegadas - Windows 11 Home;R$ 19.999,00
524;Notebook Dell Gamer G15 - Intel I5, 8GB RAM, SSD 256GB, RTX 3050, 15,6 Polegada Full HD, Linux - Grafite;R$ 7.275,99
525;Notebook Philco Intel Core I3, RAM 4GB, HD 1TB, 15,6 Polegadas - Windows 10;R$ 4.000,00
526;Notebook Dell Vostro 3510 I5-1135g7 8GB, SSD 256GB, Tela Full HD 15,6 Polegadas, Windows 10/11 Pro  Onsite;R$ 5.415,00
527;Notebook Vaio Fe15 AMD Ryzen 3-5300U, 8GB RAM, SSD 128GB, 15.6 Full HD,  Windows 11 Home - Prata Titânio;R$ 4.299,00
528;USADO: Notebook Gamer Acer Nitro 5 An515-54-528v, Intel Core I5-9300h, 8GB RAM, GTX 1650, SSD 128GB, Tela 15.6 Polegadas, Windows 10 - Ouro;R$ 4.817,00
529;USADO: Notebook Gamer Acer Nitro 5 An517-51-55nt, Intel Core I5-9300h, 8GB RAM, GTX 1650, SSD 128GB, Tela 17.3 Polegadas, Endless Os - Ouro;R$ 5.444,00
530;USADO: Notebook Acer Nitro 5 An515-55-59t4, Intel Core I5-10300h, GTX 1650, RAM 8GB, SSD 512GB, 15.6'', Windows 11 - Ouro Recer;R$ 4.399,00
531;USADO: Notebook Gamer Acer Nitro 5 An517-52-75wh, Intel Core I7-10750h, 8GB RAM, GTX 1650, SSD 512GB, Tela 17.3 Polegadas, Windows 10 - Ouro;R$ 5.499,00
532;"""USADO:Notebook Acer Aspire 5 A514-53g-51bk,Intel Core I5,1035g1, Mx350,RAM 8GB,SSD 256GB,Tela 14Polegadas,Windows 10  Recer Ouro";R$ 3.442,00
533;Notebook Dell Intel I5 1135G7, Memória RAM 16GB, SSD 256GB, Tela 15.6'' Full Hd, Windows 11, Intel Iris Xe - I15-i1100;R$ 5.422,99
534;Notebook Lenovo Ideapad 3i Intel Core I5-1135G7, 8GB DDR4, SSD 480GB, Tela 15.6 FHD, Windows 11 Pro;R$ 4.595,00
535;Notebook Asus Intel Core i3 4GB 256GB SSD;R$ 3.049,00
536;Notebook Lenovo Ideapad 3i, Intel Core I5-10210u, 8GB, SSD 256GB, Tela 15.6 HD, Linux, Prata - 82bss00400;R$ 4.121,96
537;Notebook Lenovo Ideapad Flex 5i I7-1255u, 8GB, 256GB SSD, Intel Iris Xe, Windows 11, Tela 14 Wuxga Wva, Preto;R$ 5.219,10
538;Notebook Gamer Acer An515-45-r0m5, Ryzen 7, RAM 32GB, RTX 3050, SSD 512GB, 15.6 Polegadas Full HD, Windows 11 home;R$ 9.086,49
539;Notebook Gamer Acer An515-45-r0m5 Ryzen 7, RAM 32GB, RTX 3050, SSD 1TB, 15.6 Polegadas Full HD,  Windows 11 home;R$ 9.936,49
540;Notebook Ultra Win 10 Intel Pentium J3170, 4GB, RAM 120GB, SSD 14.1Polegadas. Preto;R$ 1.849,33
541;Notebook Samsung Intel I7, RAM 8GB, Intel Iris Xe, SSD 256GB, 15.6 Polegadas Full HD, Windows 10 Home;R$ 9.570,99
542;Notebook Vaio FE14 Intel Core i3-1215U, 4GB RAM, SSD 256GB + Cabo Adaptador de Rede USB 3.0 - RJ45 + HUB USB 2.0 F3 com 7 Portas;R$ 2.699,99
543;Notebook Lenovo Ideapad Flex 5i I7-1255u, 8GB, 256GB SSD, Intel Iris Xe, Windows 11, Tela 14 Wuxga Wva, Preto;R$ 5.219,10
544;Notebook Lenovo Ideapad 3i, Intel Core I5-10210u, 8GB, SSD 256GB, Tela 15.6 HD, Linux, Prata - 82bss00400;R$ 4.121,96
545;Notebook Asus X515ma-br765 Celeron Dual Core 4GB 256GB SSD Tela 15.6 Polegadas Endless Os;R$ 1.868,90
546;Notebook HP 256 G8 Intel Core I3, RAM 8GB, SSD 256GB, 15.6 Polegadas HD, Windows 11 Home Sl;R$ 3.091,21
547;Notebook Dell I15-i1100 - Intel I7 1165g7, 8GB RAM, SSD 256GB, Tela 15.6 Full HD, Intel Iris Xe;R$ 5.575,99
548;Notebook Positivo Motion Red Q232B Intel Quad Core;R$ 1.599,00
549;Notebook Asus Intel Core i3 4GB 256GB SSD;R$ 3.049,00
550;Notebook Samsung Np550xda-ks1br, Intel I7 1165g7, 8GB, SSD 256GB, Full Hd, Intel Iris Xe, Windows;R$ 6.910,49
551;Notebook Samsung Np550xda-ks1br, Full Hd, Intel I7 1165g7, 8GB, SSD 256GB, Intel Iris Xe, Windows;R$ 7.641,49
552;Notebook Acer Aspire 3 Intel I5 1135g7, 20GB RAM, SDD 256GB, 15,6 Polegadas Full HD, Windows 11, Prata;R$ 5.371,99
553;Notebook Dell Intel I5 1135G7, Memória RAM 32GB, SSD 1TB, Tela 15.6'' Full Hd, Windows 11, Intel Iris Xe - L15-i1100;R$ 6.672,49
554;Notebook Acer Aspire A515 - I5, 20GB, SSD 1TB, Tela 15,6 Polegadas Full HD, Geforce Mx350, Silver, Win 11;R$ 5.507,99
555;Notebook Asus X513ea - Intel I7, RAM 20GB, Intel Iris Xe, SSD 1TB, 15.6 Polegadas LED, Windows 10;R$ 6.187,99
556;Notebook Gamer Acer An515-45-r0m5 - Ryzen 7, 64GB, SSD 2TB, Tela 15.6 Polegadas Ips 144hz, Rtx 3050, Win 11;R$ 12.477,99
557;"Notebook Lenovo Ideapad 3i I5-10210u 8gb 256gb Ssd W11 15.6"" Prata";R$ 3.398,90
558;Notebook Dell, Inspiron I15-i1100 - Tela 15.6, Intel I7 1165G7, 16GB, SSD 500GB, Linux - Preto;R$ 6.672,49
559;Notebook Dell, Inspiron I15-i1100 - Tela 15.6, Intel I7 1165g7, 16GB, SSD 256GB, Linux - Preto;R$ 6.187,99
560;Notebook Samsung Np550xda-ks1br - FULL Hd, Intel I7 1165g7, 8GB RAM, SSD 256GB, Intel Iris Xe, Windows;R$ 6.910,49
561;Notebook Dell I15-i1100, I7 1165g7, RAM 16GB, SSD 500GB, Tela 15.6 FULL HD, Intel Iris Xe, Win 11;R$ 6.672,49
562;Notebook Positivo Motion Gray, Intel Celeron N4020, 4GB, 128GB EMMC, Tela 15.6 HD, Windows 11 - C4128g-15;R$ 1.499,00
563;Apple Macbook Air 13,6” M2 8GB RAM;R$ 11.999,00
564;Note Dell Lat 3410 14 I3-10110u Win 10 Pro 4gb 128ssd 1 On-site;R$ 7.229,99
565;Note Acer A515-56-327t W10h Ci3 1115g4 4gb Ram 256ssd 15.6;R$ 5.589,99
566;Note T14 Gen1 Amd Ryzen 5 Pro 4 650u 8gb 256gb Ssd Win10p 3 Anos Os;R$ 12.929,99
567;Notebook Intel Core I5, Tela 15.6” Full HD Ips, 8GB, 240 SSD E Windows 10 - Everex;R$ 3.239,11
568;Notebook  Dell I15-3501-n80s I7-1165 8gb 1tb Ssd-128gb 15 Mx330 2gb W10 Prata;R$ 6.999,00
569;Notebook Intel Core I5, Tela 15.6” Full Hd Ips, 4gb, 120 Ssd E Linux - Everex;R$ 2.969,11
570;Notebook HP Envy 15 X360 Intel I7-1255u 12a Geração, 64GB RAM,  SSD 4TB Nvme, Iris Xe Tela 15 Polegadas FHD, Windows 11, Silver;R$ 18.200,00
571;Notebook Asus Zenbook Duo 15 Intel I9, 12ª Geração, RAM 32GB, 2TB, 15 Polegadas UHD 4K, RTX 3060,  Windows 10 Pro, Black;R$ 32.700,00
572;Notebook Asus Zephyrus Duo 16 · Amd 6ª Geração, Ryzen·9 6900hx, Rtx 3070ti, Tela 16 Polegadas, QHD 3k, Ssd 4TB, Nvme Ram 64GB;R$ 45.100,00
573;Notebook Asus Zenbook Q529 Intel 12a Geração I7-12700h, 16GB RAM SSD 2TB Nvme, Tela 15 Polegadas UHD 3K, Iris Xe, Windows 11, Gray;R$ 17.700,00
574;HP Zbook Studio G9 Intel 12ª Geração I7-12800h Rtx A2000 Tela 15Polegadas UHD 4k SSD 1TB Nvme RAM 32GB;R$ 33.200,00
575;Msi Summit 14 Flip Intel 12ª Geração I7-1260p Iris Xe Tela 14Polegadas QHD SSD 2TB Nvme RAM 32GB;R$ 21.900,00
576;HP Envy 17  Intel 12ª Geração I7-1260p Iris Xe Tela 17Polegadas Full HD SSD 2TB Nvme RAM 32GB;R$ 15.800,00
577;Notebook Gamer Razer Blade 14 AMD Ryzen·9 6900hs, 16GB RAM, RTX 3080Ti, SSD 2TB Nvme, Tela 14 Polegadas QHD, Windows 10 Home, Black;R$ 34.800,00
578;Notebook Lenovo E14 Thinkpad  I5 1135g7 16gb 256gb 14 Fhd Windows 10 Pro;R$ 5.280,00
579;Notebook Gamer Razer Blade 14 AMD 6ª Geração Ryzen-9 6900hs, 16GB RAM, RTX 3080Ti, SSD 1TB Nvme, Tela 14 Polegadas QHD, Windows 11 Home, Black;R$ 33.100,00
580;Notebook Gamer Razer Blade 14 AMD 6ª Geração Ryzen-9 6900hs, 16GB RAM, RTX 3080Ti, SSD 1TB Nvme, Tela 14 Polegadas QHD, Windows 11 Home, Black;R$ 33.100,00
581;Notebook Gamer Razer Blade 14 AMD Ryzen·9 6900hs, 16GB RAM, RTX 3080Ti, SSD 2TB Nvme, Tela 14 Polegadas QHD, Windows 10 Home, Black;R$ 34.800,00
582;Ultrabook Samsung Galaxy Flex2, 2 in 1, I7-1165G7, 16GB, Iris XE Integrada, SSD 2TB NVME, 13 Pol. Qled, Windows 10 Home, Mystic Black;R$ 10.000,00
583;Ultrabook Samsung Galaxy Flex2, 2 in 1, I7-1165G7, 16GB, Iris XE Integrada, SSD 4TB NVME, 13 Pol. Qled, Windows 10 Home, Mystic Black;R$ 12.200,00
584;Notebook Gamer Hp Omen 17  Intel 12ª Geração I7-12700h, 32GB RAM, RTX 3060, SSD 1TB Nvme, Tela 17 Polegadas FHD, Windows 11 Home, Black;R$ 20.000,00
585;HP Zbook Studio G9 Intel 12ª Geração I9-12900h Rtx A2000 Tela 15Polegadas UHD 4k SSD 1TB Nvme RAM 32GB;R$ 38.600,00
586;Hp Zbook Power G9  Intel 12ª Geração I9-12900hk, 32GB RAM, RTX A1000, SSD 512GB Nvme, Tela 15 Polegadas FHD, Windows 11, Silver;R$ 34.300,00
587;HP Zbook Fury  G9  Intel 12ª Geração I9-12950hx Rtx A4000 Tela 16Polegadas Full HD SSD 1TB Nvme RAM 32GB;R$ 49.400,00
588;Notebook Asus Zenbook Space Edition · Intel 12ª Geração I9-12900h, Iris Xe, Tela 14 Polegadas, Oled Ssd 1TB Nvme Ram 32GB;R$ 23.500,00
589;Ultrabook Msi Summit E13  Intel 12ª Geração I7-1260p, 32GB RAM, Iris Xe, SSD 1TB Nvme, Tela 14 Polegadas FHD, Windows 11 Pro, Black;R$ 18.100,00
590;Notebook Asus Zenbook Q529 Intel 12a Geração I7-12700h, 16GB RAM SSD 2TB Nvme, Tela 15 Polegadas UHD 3K, Iris Xe, Windows 11, Gray;R$ 17.700,00
591;HP Zbook Studio G9 Intel 12ª Geração I7-12800h Rtx A2000 Tela 15Polegadas UHD 4k SSD 1TB Nvme RAM 32GB;R$ 33.200,00
592;Notebook Gamer Acer Predator Triton 300 Se Oled, I7 12ª Geração, 16GB, RTX 3060, SSD 1TB, Tela 14, Windows 11 Home - Pt314-52s-71ar;R$ 15.999,00
593;Asus Zenbook Pro 16  Intel 12ª Geração I9-12900hk Rtx 3060 Tela 16Polegadas Oled 4k SSD 2TB Nvme RAM 32GB;R$ 34.900,00
594;Notebooks Asus Zephyrus Duo 16 · Amd 6ª Geração Ryzen, 9 6900hx Rtx 3070ti, Tela 16 Polegadas, QHD 3k, Ssd 1TB Nvme Ram 32GB;R$ 38.600,00
595;HP Victus 15 Intel 12ª Geração I7-12700h Rtx 3050ti Tela 15Polegadas Full HD SSD 2TB Nvme RAM 32GB;R$ 14.600,00
596;HP Spectre 16 Intel 12ª Geração I7-12700h Iris Xe Tela 16Polegadas UHD 3k SSD 2TB Nvme RAM 16GB;R$ 15.100,00
597;MSI Ge67 Raider, Intel 12ª Geração I9-12900HX, 32GB RAM, RTX 3080TI, SSD 1TB NVME, Tela 15 Polegadas QHD 3K Oled, Windows 11 PRO, Black;R$ 40.200,00
598;Msi Summit 14 Flip Intel 12ª Geração I7-1260p Iris Xe Tela 14Polegadas QHD SSD 2TB Nvme RAM 32GB;R$ 21.900,00
599;Ultrabook Msi Summit 16 Flip  Intel 12ª Geração I7-1260p, 32GB RAM, RTX 3050Ti, SSD 1TB Nvme, Tela 16 Polegadas QHD, Windows 11 Home, Grafite;R$ 25.300,00
600;Notebook Asus Zenbook Space Edition · Intel 12ª Geração I9-12900h, Iris Xe, Tela 14 Polegadas, Oled Ssd 1TB Nvme Ram 32GB;R$ 23.500,00
601;Ultrabook Msi Summit E13  Intel 12ª Geração I7-1260p, 32GB RAM, Iris Xe, SSD 1TB Nvme, Tela 14 Polegadas FHD, Windows 11 Pro, Black;R$ 18.100,00
602;Notebook Dell I15-i1100 - Intel I3 1115g4, 8GB RAM, SSD 256GB, Tela 15.6 Full HD, Windows 11, Preto;R$ 4.538,99
603;Notebook Lenovo V15 G2 ITL, Intel Core I5-1135G7, 8GB, SSD 256GB NVME, Tela 15.6 Full HD, Free Dos;R$ 5.000,00
604;Notebook Dell I15-i1100, Intel I3 1115g4, RAM 8GB, SSD 256GB, Tela 15.6 Full HD, Win 10 Pro;R$ 4.989,49
605;Notebook Lenovo Ideapad Gaming 3i - Intel I5, 16GB RAM, RTX 3050, SSD 512GB, 15.6 Polegadas Full HD, Windows 10, Shadow Black - 82mgs00300;R$ 7.760,49
606;"Notebook Asus Rog Strix G15 G513ie-ph74 15.6"" Amd Ryzen 7 4800h Rtx 3050 Ti 4 GB - Cinza.";R$ 12.900,00
607;Asus Rog Flow X13  AMD 6ª Geração Ryzen·9 6900hs Rtx 3050 Ti Tela 13Polegadas UHD 4k SSD 1TB Nvme RAM 16GB;R$ 13.800,00
608;Notebook Dell, Latitude I5 1135 G7, 8GB, 256GB, Nvme, Tela 14'' HD,  Windows 10 Pro;R$ 5.499,00
609;"Notebook Ultra, Tela 14"", Intel I3 7020U, 4GB, SSD 500GB, Windows 10 - Prata";R$ 2.864,49
610;HP Envy 17  Intel 12ª Geração I7-1260p Iris Xe Tela 17Polegadas Full HD SSD 512GB Nvme RAM 12GB;R$ 13.000,00
611;Asus Rog Flow X16  AMD 6ª Geração Ryzen·9 6900hs Rtx 3060 Tela 16Polegadas Touch SSD 1TB Nvme RAM 16GB;R$ 18.300,00
612;Notebook Asus Rog Flow X16 · Amd 6ª Geração Ryzen 9 6900hs, Rtx 3060, Tela 16 Polegadas, Touch, Ssd 4TB, Nvme Ram 64GB;R$ 24.700,00
613;Notebook Asus Rog Flow X16 · Amd 6ª Geração, Ryzen·9 6900hs, Rtx 3060, Tela 16 Polegadas, Touch, Ssd 2TB Nvme, Ram 32GB;R$ 21.100,00
614;Asus Zephyrus G15 AMD 6ª Geração Ryzen·9 6900hs Rtx 3060 Tela 15Polegadas QHD SSD 1TB Nvme RAM 16GB;R$ 20.000,00
615;Notebook Samsung Book 15.6'' Full HD, Intel Core I3 11a Geração, 1115g4 4.1Ghz, 8Gb, DDR4 256Gb, SSD Windows 11 Cinza - Np550xda-kv4br;R$ 3.591,00
616;Notebook Samsung, Book 15.6'',FULL HD, Intel Core I3 11a Geração 1115G4 4.1GHZ 4GB, DDR4, 256GB SSD, Linux, NP550XDZ-KV6BR;R$ 3.051,00
617;Notebook Lg GRAM 17 Wqxga I7-1165g7 512GB Ssd 16GB Win 11 Home Preto - 17z90p-g.bh71p2;R$ 12.386,22
618;Notebook Vaio Fe15 Intel Core I5 Windows 11 Home 8gb 256gb Ssd Full Hd - Cinza Grafite;R$ 4.599,00
619;Notebook Positivo Motion Gray C464g-14, Intel Celeron Dual Core, 4GB DDR4, 64GB, Tela 14.1, Windows 11 Home, Cinza;R$ 1.799,00
620;Notebook Positivo Motion Gray C464g-14, Intel Celeron Dual Core, 4GB DDR4, 64GB, Tela 14.1, Windows 11 Home, Cinza;R$ 1.799,00
621;Notebook Lenovo V14, Amd R7-5825u, 8GB, 256GB, Ssd W11 Home 14'' FHD - 82un000hbr;R$ 4.223,12
622;Notebook Lenovo V14 AMD R7-5825u 8GB 256GB SSD W11 Pro 14Polegadas Full HD - 82un000dbr;R$ 4.575,12
623;Chromebook Samsung 11.6 Polegadas Intel 4GB, 64GB - XE310XBA-KT4BR;R$ 2.944,40
624;Notebook Acer Swift X Sfx14-41g-r2gy  14 Polegadas,Amd Ryzen 7  Home 8GB 512GB SSD Gtx 1650 Full Hd,Windows 11.;R$ 8.999,00
625;Notebook Samsung, Book 15.6'' FULL HD, Intel Dual Core 4GB, DDR4, 256GB SSD, Windows 11, Cinza, Np550xda-kp3br;R$ 4.499,10
626;Notebook Acer Aspire 5 A515-45g-r3bm AMD Ryzen 7 Windows 11 Home 8GB 256GB SSD Rx 640 15,6Polegadas  Full HD;R$ 4.999,00
627;Notebook Gamer Acer, Nitro 5 An515-45-r91a, Ryzen 5, Windows 11 Home, 8GB, 512GB, Ssd Gtx 1650, 15.6'' FHD;R$ 5.034,05
628;USADO: Notebook Acer Aspire 5 A514-54g-59bt, Intel Core I5-1135g7, Mx350, RAM 8GB, SSD 256GB, 14Polegadas, Windows 10 - Ouro Recer;R$ 4.289,00
629;Notebook Acer Aspire 5, Intel Core i3-1005g1, 4GB RAM, SSD 128GB, Tela 14 Polegadas, Windows 10 - Recertificado Ouro;R$ 2.870,00
630;USADO: Notebook Gamer Acer Nitro 5 An517-52-50rs, Intel Core I5-10300h, 8GB RAM, GTX 1650, SSD 512GB, Tela 17.3 Polegadas, Windows 11 - Ouro;R$ 5.279,00
631;Notebook Thinkpad E14 Ryzen 5 8gb 256gb Ssd Windows 11 Pro 14 Full Hd 20yd000jbo Preto;R$ 5.499,00
632;"Notebook Lenovo V15 I3-10110u, 8GB, 256GB SSD, W11 Pro, 15.6"" HD, Cinza - 82nq000mbr";R$ 3.799,00
633;Notebook Vaio Fe15 AMD Ryzen 7-5700U, 8GB RAM, SSD 128GB, 15.6 Full HD, Windows 11 Home - Prata Titânio;R$ 4.149,00
634;Notebook Acer Swift 3 Sf314-512t-7325 I7 12ª Gen Windows 11 Home 8GB 512GB SSD 14 PolegadasFHD Touchscreen;R$ 7.999,00
635;Notebook Acer, Aspire 3 Celeron N4020, 4GB, 256GB, SSD Nvme A315-34-c3wl, 15,6 Polegadas;R$ 2.685,86
636;Notebook Asus Intel I5, RAM 16GB, SSD 1TB, 15.6 Polegadas Full HD - Windows 10;R$ 5.941,49
637;Notebook Acer Aspire 3 Intel I5 1135g7, 32GB RAM, SSD 1TB, 15,6 Polegadas Full HD, Intel iris xe,  Windows 11, Prata;R$ 7.148,49
638;Notebook Vaio fe15 AMD Ryzen 3-5300U, 8GB RAM, SSD 128GB, 15.6 Polegadas Full HD,  Windows 11 Home - Prata Titânio;R$ 4.499,00
639;"Notebook Ultra, Tela 14"", Intel I5, 8GB, SSD 960GB, Windows 10 - Prata";R$ 4.164,99
640;Notebook Vaio fe15 AMD Ryzen 3-5300U, 8GB RAM, SSD 128GB, 15.6 Polegadas Full HD,  Windows 11 Home - Prata Titânio;R$ 4.499,00
641;Notebook Asus Intel I5, RAM 16GB, SSD 1TB, 15.6 Polegadas Full HD - Windows 10;R$ 5.941,49
642;Notebook Acer Aspire 3 Intel I5 1135g7, 32GB RAM, SSD 1TB, 15,6 Polegadas Full HD, Intel iris xe,  Windows 11, Prata;R$ 7.148,49
643;Notebook Dell I15-i1100 - I7 1165g7, 64GB RAM, SSD 1TB, Tela 15.6 Full HD, Intel Iris Xe, Win 11, Preto;R$ 9.332,99
644;Notebook Gamer Acer An517 - I5 11400h, 16GB, SSD 512GB, Tela 17.3 Polegadas Ips Full HD, Gtx 1650, Linux;R$ 7.394,99
645;Notebook Asus X513ea - Intel I7 1165g7, Ram 12GB, Ssd 1TB, Tela 15.6, Intel Iris Xe, Windows 10;R$ 5.941,49
646;Notebook Asus X513ea - Intel I7, RAM 32GB, Intel Iris Xe, SSD 1TB, 15.6 Polegadas LED, Windows 10;R$ 7.148,49
647;USADO: Notebook Acer Aspire 5 A515-45-r760, AMD Ryzen 7-5700u, RAM 8GB, SSD 256GB, Tela 15.6Polegadas, Windows 11 Home, Prata - Ouro Recer;R$ 3.299,00
648;Notebook Gamer Acer An517 Intel Core I5, RAM 32GB, GTX 1650, SSD 2TB, 17.3 Polegadas Full HD, Linux;R$ 9.817,49
649;Notebook Gamer Lenovo Ideapad Gaming 3i - Intel I5, 32GB RAM, RTX 3050, SSD 1TB, 15.6 Polegadas Full HD, Linux, Shadow Black - 82mgs00300;R$ 8.729,49
650;Notebook Gamer Acer Predator Ph315, I7 11800h, 16GB, SSD 1TB, Geforce Rtx 3070, FULL HD, Windows 11;R$ 13.208,99
651;Notebook Gamer Acer Predator Ph315, I7 11800h, 32GB, Geforce Rtx 3070, SSD 1TB, FULL HD, Windows 11;R$ 14.296,99
652;Notebook Lenovo Ideapad 3I Intel Core i3-1115g4, RAM 20GB, SSD 256GB NVMe, 15.6 polegadas Full HD, Windows 10 Professional, Prata - 82mds00300;R$ 3.943,99
653;Notebook Gamer Acer Intel Core I7-11800H, 32GB, GTX 1650 4GB, SSD 1TB, Tela 17.3 IPS 144Hz, Windows 11 - An517-54-76eg;R$ 8.848,49
654;USADO: Notebook Acer Aspire 5, Prata, Intel Core I5-1035g1, RAM 8GB, SSD 258GB, Tela 14 Polegadas, Windows 10 Recer ouro - A514-53-59qj;R$ 3.420,00
655;Notebook Lenovo, Intel Core I7 1255u, 8GB, 256GB SSD, Tela De 15,6 Polegadas,  Ideapad Flex 5i, Storm Grey - 82TA0001BR;R$ 5.615,77
656;"Notebook Lenovo V15 I7-1165g7 8gb 256gb Ssd Geforce Mx350 W11 Pro 15.6"" Fhd 82me000nbr Preto";R$ 5.219,10
657;Notebook Lenovo B330, Core I5 8250U, 8GB RAM, SSD 480GB, 15.6 Full HD, Windows 10 Home;R$ 4.393,00
658;Notebook Multi Ultra Intel Core I3, 4GB, HD 1TB, Tela 14 Polegadas, Linux - UB422;R$ 2.699,00
659;Notebook Lenovo Ideapad 3i I7-1165g7 8GB RAM, SSD 256GB, 15.6 Polegadas, Intel Iris Xe, Windows 11;R$ 3.869,10
660;Notebook Lenovo V14 AMD R5-5625u 8GB RAM, SSD 256GB, Windows 11 Home,  14 Polegadas Full HD -82un000cbr;R$ 3.431,12
661;Notebook Acer Swift 3  Intel Evo i5, RAM 8GB, SSD 512GB, 14 Polegadas Full HD - Windows 11 Home;R$ 7.999,00
662;Notebook Vaio i7-10510U 14 polegadas FHD 8GB SSD 256GB Win11;R$ 4.410,00
663;Notebook Dell I15-i1100, Intel I7 1165g7, 16GB RAM, SSD 256GB, Tela 15.6 Full HD, Intel Iris Xe;R$ 6.187,99
664;Notebook Dell I15-i1100, I7 1165g7, RAM 16GB, SSD 1TB, Tela 15.6 FULL HD, Intel Iris Xe, Win 11;R$ 6.910,49
665;Notebook Samsung - I7 1165g7, 16GB, Ssd 1TB, Intel Graphics Xe, Full Hd, Windows 11 - Np550xda;R$ 6.910,49
666;Notebook Gigabyte, U4 Ud I7, 16GB, SSD, 512GB,W11h 14 Ips-1195g7.;R$ 14.599,90
667;Notebook Acer Chromebook, Intel Celeron N4020, 4GB RAM, 32GB eMMC, Tela 11.6 Polegadas HD, Chrome OS - C733-C607;R$ 3.289,99
668;Notebook Multi Legacy Cloud 14 Pol. 2GB 32GB W10 Cinza - PC130;R$ 1.459,00
669;Notebook Acer Aspire 5,  Intel Core I5, 8GB, 256GB SSD, NVIDIA MX250, 15.6´, Windows 10 - A515-54G-53GP;R$ 3.667,00
670;"Notebook Acer Aspire 3, Intel Core I5 10ª Gen, 8GB RAM, 256GB SSD, 15.6"", Windows 10 - A315-54-55WY";R$ 4.299,00
671;Notebook Multi Intel Quad-Core 2Gb 32Gb Ssd Windows 14P;R$ 1.299,60
672;"Notebook Acer Aspire 5, Intel Core I3, 4GB, 128GB SSD, 14.0"", Windows 10 - A514-53-39PV";R$ 3.867,49
673;"Notebook Acer Aspire 3, Intel Core I3-1005G1, 4GB, 256GB SSD, 15.6"", Windows 10 Home - A315-56-330J";R$ 2.890,00
674;Notebook Compaq Corei3, 4gGB, SSD 120GB, win10sl - PC810 CQ-27;R$ 2.499,00
